city,area,latitude,longitude
Hulice,Benešov,49.709703,15.087693
Hulín,Kroměříž,49.316992,17.463848
Humburky,Hradec Králové,50.226124,15.511631
Humpolec,Pelhřimov,49.541624,15.359423
Huntířov,Děčín,50.789539,14.303537
Hůrky,Rokycany,49.745983,13.683207
Hurtova Lhota,Havlíčkův Brod,49.596462,15.508912
Hůry,České Budějovice,49.006592,14.541183
Husí Lhota,Mladá Boleslav,50.435646,15.004820
Husinec,Prachatice,49.055065,13.987074
Husinec,Praha-východ,50.173845,14.375186
Huslenky,Vsetín,49.303274,18.090479
Hustopeče,Břeclav,48.940946,16.737726
Hustopeče nad Bečvou,Přerov,49.530631,17.870046
Huštěnovice,Uherské Hradiště,49.108271,17.464577
Hutisko-Solanec,Vsetín,49.429584,18.217836
Huzová,Olomouc,49.820063,17.298064
Hvězdlice,Vyškov,49.193463,17.083627
Hvězdonice,Benešov,49.872921,14.777379
Hvězdoňovice,Třebíč,49.220011,15.762318
Hvozd,Prostějov,49.636303,16.910181
Hvozd,Plzeň-sever,49.939841,13.263230
Hvozd,Rakovník,50.051606,13.698511
Hvozdec,České Budějovice,48.992420,14.627410
Hvozdec,Brno-venkov,49.247005,16.425292
Hvozdec,Beroun,49.807152,13.880406
Hvozdná,Zlín,49.248581,17.751742
Hvozdnice,Hradec Králové,50.191374,15.711346
Hvozdnice,Praha-západ,49.872607,14.371200
Hvožďany,Domažlice,49.505677,12.771387
Hvožďany,Příbram,49.528354,13.805216
Hybrálec,Jihlava,49.409551,15.589163
Hynčice,Náchod,50.623831,16.285403
Hynčina,Šumperk,49.848884,16.793108
Hýskov,Beroun,49.990829,14.050654
Hýsly,Hodonín,49.023388,17.179934
Chabařovice,Ústí nad Labem,50.673287,13.941955
Chabeřice,Kutná Hora,49.750246,15.073898
Chaloupky,Beroun,49.791959,13.868465
Chanovice,Klatovy,49.405001,13.717463
Charvatce,Mladá Boleslav,50.322727,14.998718
Charváty,Olomouc,49.518462,17.254067
Chářovice,Benešov,49.820354,14.577967
Chbany,Chomutov,50.332881,13.430488
Cheb,Cheb,50.079633,12.369964
Chelčice,Strakonice,49.121887,14.169215
Cheznovice,Rokycany,49.779032,13.785491
Chlebičov,Opava,49.959517,17.967589
Chleby,Benešov,49.827106,14.556986
Chleby,Nymburk,50.222917,15.089496
Chleny,Rychnov nad Kněžnou,50.077977,16.243846
Chlistov,Klatovy,49.320001,13.360983
Chlístov,Třebíč,49.202158,15.743777
Chlístov,Rychnov nad Kněžnou,50.322469,16.169563
Chlístov,Benešov,49.801625,14.654822
Chlístovice,Kutná Hora,49.885817,15.202598
Chlum,Strakonice,49.447303,13.851194
Chlum,Třebíč,49.313525,15.767159
Chlum,Česká Lípa,50.578538,14.562772
Chlum,Plzeň-jih,49.605305,13.479305
Chlum,Rokycany,49.935789,13.659790
Chlum,Benešov,49.693104,14.995860
Chlum Svaté Maří,Sokolov,50.149949,12.535762
Chlum u Třeboně,Jindřichův Hradec,48.962450,14.928089
Chlumany,Prachatice,49.066670,13.965462
Chlumčany,Plzeň-jih,49.632666,13.313337
Chlumčany,Louny,50.335042,13.843328
Chlumec,Český Krumlov,48.870362,14.395976
Chlumec,Ústí nad Labem,50.699825,13.939752
Chlumec nad Cidlinou,Hradec Králové,50.154506,15.460363
Chlumek,Žďár nad Sázavou,49.374585,15.854861
Chlumětín,Žďár nad Sázavou,49.727586,16.003178
Chlumín,Mělník,50.289218,14.449384
Chlum-Korouhvice,Žďár nad Sázavou,49.575317,16.320783
Chlumy,Plzeň-jih,49.437860,13.638713
Chlustina,Beroun,49.878043,13.919627
Chmelík,Svitavy,49.773488,16.332883
Chmelná,Benešov,49.648205,14.988457
Chobot,Strakonice,49.462516,13.933820
Choceň,Ústí nad Orlicí,50.001704,16.223131
Chocenice,Plzeň-jih,49.547648,13.520152
Chocerady,Benešov,49.873005,14.802174
Chocnějovice,Mladá Boleslav,50.577007,14.971496
Chocomyšl,Domažlice,49.467282,13.130770
Chodouň,Beroun,49.898288,13.986668
Chodouny,Litoměřice,50.473270,14.250171
Chodov,Karlovy Vary,50.068626,12.863016
Chodov,Sokolov,50.239830,12.747709
Chodov,Domažlice,49.418088,12.830346
Chodová Planá,Tachov,49.893323,12.730254
Chodovlice,Litoměřice,50.463209,13.993372
Chodská Lhota,Domažlice,49.358456,13.083271
Chodský Újezd,Tachov,49.864425,12.650047
Cholenice,Jičín,50.324828,15.280763
Cholina,Olomouc,49.656198,17.054513
Choltice,Pardubice,49.987822,15.619515
Chomle,Rokycany,49.862380,13.634610
Chomutice,Jičín,50.359371,15.496287
Chomutov,Chomutov,50.463598,13.410837
Chomýž,Kroměříž,49.362473,17.645513
Choratice,Benešov,49.839430,14.874791
Chornice,Svitavy,49.667478,16.742731
Chorušice,Mělník,50.390682,14.670873
Choryně,Vsetín,49.495846,17.898722
Choťánky,Nymburk,50.138263,15.162540
Chotěboř,Havlíčkův Brod,49.720714,15.671142
Chotěbudice,Třebíč,49.058086,15.574099
Chotěbuz,Karviná,49.768592,18.569232
Choteč,Jičín,50.432957,15.516036
Choteč,Pardubice,50.083128,15.880341
Choteč,Praha-západ,49.986657,14.283022
Chotěmice,Tábor,49.275324,14.877036
Chotěnov,Svitavy,49.823356,16.189972
Chotěšice,Nymburk,50.278663,15.273164
Chotěšov,Plzeň-jih,49.654190,13.202822
Chotěšov,Litoměřice,50.439891,14.085254
Chotětov,Mladá Boleslav,50.337534,14.801624
Chotěvice,Trutnov,50.521498,15.766799
Chotíkov,Plzeň-sever,49.793052,13.317774
Chotilsko,Příbram,49.770587,14.352585
Chotiměř,Litoměřice,50.548326,14.000996
Chotiněves,Litoměřice,50.552187,14.279353
Chotovice,Česká Lípa,50.740390,14.559384
Chotovice,Svitavy,49.851152,16.171354
Choťovice,Kolín,50.142489,15.319780
Chotoviny,Tábor,49.478132,14.677049
Chotusice,Kutná Hora,49.949241,15.394385
Chotutice,Kolín,50.070077,14.989985
Chotýčany,České Budějovice,49.067394,14.520691
Chotyně,Liberec,50.836320,14.869039
Chotýšany,Benešov,49.744203,14.814683
Choustník,Tábor,49.333045,14.838492
Choustníkovo Hradiště,Trutnov,50.426514,15.878682
Chožov,Louny,50.398870,13.859103
Chraberce,Louny,50.408357,13.829608
Chrast,Chrudim,49.902149,15.934067
Chrást,Plzeň-město,49.793305,13.493690
Chrást,Nymburk,50.119017,14.898236
Chrást,Příbram,49.594513,13.956768
Chrastava,Liberec,50.817027,14.968947
Chrastavec,Svitavy,49.617858,16.503245
Chrastavice,Domažlice,49.453663,12.956921
Chrášťany,České Budějovice,49.296087,14.387621
Chrášťany,Benešov,49.792155,14.582032
Chrášťany,Kolín,50.065584,14.930251
Chrášťany,Praha-západ,50.046148,14.261423
Chrášťany,Rakovník,50.146543,13.667388
Chraštice,Příbram,49.576891,14.071933
Chrášťovice,Strakonice,49.333292,13.897140
Chrbonín,Tábor,49.358766,14.864401
Chroboly,Prachatice,48.956632,14.067078
Chromeč,Šumperk,49.933846,16.893779
Chropyně,Kroměříž,49.356540,17.364618
Chroustov,Nymburk,50.286690,15.347273
Chroustovice,Chrudim,49.955625,15.991536
Chrtníč,Havlíčkův Brod,49.767642,15.443719
Chrtníky,Pardubice,49.981900,15.604954
Chrudichromy,Blansko,49.502996,16.628098
Chrudim,Chrudim,49.949824,15.795158
Chrustenice,Beroun,50.006145,14.152325
Chržín,Kladno,50.295476,14.270238
Chřenovice,Havlíčkův Brod,49.716741,15.216372
Chřibská,Děčín,50.863346,14.483083
Chříč,Plzeň-sever,49.971920,13.646002
Chudčice,Brno-venkov,49.288591,16.458829
Chudenice,Klatovy,49.466785,13.173970
Chudenín,Klatovy,49.293150,13.100904
Chuderov,Ústí nad Labem,50.688750,14.046285
Chudeřice,Hradec Králové,50.149139,15.550972
Chudíř,Mladá Boleslav,50.308893,15.013907
Chudoslavice,Litoměřice,50.583028,14.187346
Chuchelna,Semily,50.602387,15.300449
Chuchelná,Opava,49.986735,18.116667
Chvalatice,Znojmo,48.947809,15.751157
Chvalčov,Kroměříž,49.389281,17.711595
Chvaleč,Trutnov,50.595999,16.039410
Chválenice,Plzeň-město,49.643095,13.476053
Chvaletice,Pardubice,50.034532,15.418562
Chvalíkovice,Opava,49.885738,17.911052
Chvalkovice,Vyškov,49.187125,17.110212
Chvalkovice,Náchod,50.414437,15.978392
Chvalnov-Lísky,Kroměříž,49.166079,17.231009
Chvalovice,Prachatice,49.010450,14.231802
Chvalovice,Znojmo,48.786677,16.082449
Chvalšiny,Český Krumlov,48.854119,14.211239
Chvatěruby,Mělník,50.232842,14.342788
Chvojenec,Pardubice,50.109676,15.937327
Chyjice,Jičín,50.387734,15.295570
Chyňava,Beroun,50.027467,14.074092
Chýně,Praha-západ,50.060826,14.227054
Chýnice,Praha-západ,49.995792,14.264385
Chýnov,Tábor,49.406872,14.811319
Chýstovice,Pelhřimov,49.585781,15.079667
Chyše,Karlovy Vary,50.104736,13.249179
Chyšky,Písek,49.523560,14.427673
Chyšná,Pelhřimov,49.586467,15.100030
Chýšť,Pardubice,50.128259,15.541389
Ivaň,Brno-venkov,48.929811,16.575843
Ivaň,Prostějov,49.424694,17.251454
Ivančice,Brno-venkov,49.101545,16.377622
Ivanovice na Hané,Vyškov,49.305518,17.093537
Jabkenice,Mladá Boleslav,50.324168,15.014880
Jabloňany,Blansko,49.465713,16.606100
Jablonec nad Jizerou,Semily,50.703569,15.429698
Jablonec nad Nisou,Jablonec nad Nisou,50.722153,15.170414
Jablonná,Příbram,49.661146,14.138547
Jablonné nad Orlicí,Ústí nad Orlicí,50.029734,16.600698
Jablonné v Podještědí,Liberec,50.765382,14.760633
Jabloňov,Žďár nad Sázavou,49.324114,16.089764
Jablůnka,Vsetín,49.383651,17.950317
Jablunkov,Frýdek-Místek,49.576815,18.764694
Jahodov,Rychnov nad Kněžnou,50.150364,16.333536
Jáchymov,Karlovy Vary,50.358573,12.934767
Jakartovice,Opava,49.915196,17.684108
Jakubčovice nad Odrou,Nový Jičín,49.695138,17.787781
Jakubov u Moravských Budějovic,Třebíč,49.081114,15.761519
Jakubovice,Šumperk,49.994405,16.828875
Jalubí,Uherské Hradiště,49.116359,17.427985
Jamné,Jihlava,49.431232,15.723948
Jamné nad Orlicí,Ústí nad Orlicí,50.039685,16.633004
Jamolice,Znojmo,49.072435,16.253784
Jámy,Žďár nad Sázavou,49.530363,16.005752
Jankov,České Budějovice,48.966544,14.297986
Jankov,Pelhřimov,49.415196,15.386320
Jankov,Benešov,49.653039,14.730847
Jankovice,Pardubice,50.007735,15.529259
Jankovice,Kroměříž,49.356380,17.618744
Jankovice,Uherské Hradiště,49.154219,17.388585
Janoušov,Šumperk,50.013210,16.845209
Janov,Rychnov nad Kněžnou,50.332407,16.251880
Janov,Bruntál,50.244949,17.481294
Janov,Svitavy,49.840871,16.385333
Janov,Rakovník,50.210508,13.639913
Janov,Děčín,50.860304,14.265378
Janov nad Nisou,Jablonec nad Nisou,50.772141,15.169244
Janová,Vsetín,49.312144,18.020158
Janovice,Frýdek-Místek,49.621505,18.406126
Janovice nad Úhlavou,Klatovy,49.345257,13.218239
Janovice v Podještědí,Liberec,50.762974,14.824344
Janská,Děčín,50.804610,14.363559
Janské Lázně,Trutnov,50.631188,15.781916
Janův Důl,Liberec,50.704656,14.940408
Janůvky,Svitavy,49.671651,16.592171
Jarcová,Vsetín,49.444628,17.965972
Jarohněvice,Kroměříž,49.267176,17.377672
Jaroměř,Náchod,50.356904,15.924238
Jaroměřice,Svitavy,49.625661,16.751955
Jaroměřice nad Rokytnou,Třebíč,49.094184,15.893408
Jaroslav,Pardubice,50.012339,16.077983
Jaroslavice,Znojmo,48.756671,16.233615
Jarošov,Svitavy,49.824915,16.163470
Jarošov nad Nežárkou,Jindřichův Hradec,49.189995,15.067440
Jarov,Plzeň-jih,49.521192,13.507696
Jarov,Plzeň-sever,49.872569,13.474387
Jarpice,Kladno,50.321709,14.085330
Jasenice,Třebíč,49.258240,16.163698
Jasenná,Náchod,50.318379,15.991080
Jasenná,Zlín,49.253493,17.894297
Javor,Klatovy,49.325542,13.247541
Javorek,Žďár nad Sázavou,49.650280,16.173870
Javornice,Rychnov nad Kněžnou,50.171465,16.349372
Javorník,Hodonín,48.862174,17.533503
Javorník,Jeseník,50.390868,17.002821
Javorník,Svitavy,49.782812,16.427483
Javorník,Ústí nad Orlicí,49.889566,16.156118
Javorník,Benešov,49.686598,15.026636
Javůrek,Brno-venkov,49.255628,16.362283
Jedlá,Havlíčkův Brod,49.738220,15.234446
Jedlany,Tábor,49.494676,14.716540
Jedlí,Šumperk,49.931312,16.794838
Jedlová,Svitavy,49.661104,16.306186
Jedomělice,Kladno,50.233057,13.972409
Jedousov,Pardubice,49.995451,15.610295
Jedovnice,Blansko,49.344631,16.756055
Jehnědí,Ústí nad Orlicí,49.971109,16.310007
Jemnice,Třebíč,49.019086,15.570038
Jemníky,Kladno,50.207644,14.119076
Jenčice,Litoměřice,50.483044,14.004486
Jeneč,Praha-západ,50.087404,14.214924
Jeníkov,Chrudim,49.742590,15.957449
Jeníkov,Teplice,50.628702,13.749019
Jeníkovice,Hradec Králové,50.228280,16.002737
Jeníkovice,Pardubice,49.981594,15.660618
Jenišov,Karlovy Vary,50.226649,12.800046
Jenišovice,Jablonec nad Nisou,50.627796,15.136637
Jenišovice,Chrudim,49.929644,16.031120
Jenštejn,Praha-východ,50.152759,14.611909
Jersín,Jihlava,49.421358,15.830768
Jeřice,Jičín,50.344654,15.680876
Jeřišno,Havlíčkův Brod,49.792454,15.641764
Jeřmanice,Liberec,50.699666,15.093930
Jesenec,Prostějov,49.608512,16.862184
Jesenice,Praha-západ,49.968246,14.513602
Jesenice,Příbram,49.607849,14.478230
Jesenice,Rakovník,50.097137,13.469595
Jeseník,Jeseník,50.224725,17.198147
Jeseník nad Odrou,Nový Jičín,49.612040,17.905365
Jesenný,Semily,50.660595,15.338516
Jestřabí,Zlín,49.068135,17.955981
Jestřabí Lhota,Kolín,50.089936,15.261812
Jestřabí v Krkonoších,Semily,50.680618,15.491835
Jestřebí,Náchod,50.362184,16.182163
Jestřebí,Česká Lípa,50.608694,14.584657
Jestřebí,Šumperk,49.852199,16.868736
Ješetice,Benešov,49.581263,14.610228
Jetětice,Písek,49.386055,14.292710
Jetřichov,Náchod,50.615071,16.266763
Jetřichovice,Děčín,50.852494,14.394022
Jevany,Praha-východ,49.970671,14.810582
Jevíčko,Svitavy,49.632295,16.711360
Jeviněves,Mělník,50.345214,14.338210
Jevišovice,Znojmo,48.987465,15.990027
Jevišovka,Břeclav,48.828690,16.466260
Jezbořice,Pardubice,49.980674,15.694777
Jezdkovice,Opava,49.923129,17.774912
Jezdovice,Jihlava,49.323203,15.484258
Jezernice,Přerov,49.547873,17.625008
Jezeřany-Maršovice,Znojmo,49.028912,16.437429
Ježená,Jihlava,49.416395,15.465658
Ježkovice,Vyškov,49.298073,16.892634
Ježov,Hodonín,49.027077,17.210115
Ježov,Pelhřimov,49.613127,15.233820
Ježovy,Klatovy,49.491162,13.228504
Jickovice,Písek,49.450736,14.215979
Jičín,Jičín,50.435433,15.361144
Jičíněves,Jičín,50.373176,15.337392
Jihlava,Jihlava,49.415860,15.595469
Jihlávka,Jihlava,49.261225,15.292576
Jíkev,Nymburk,50.264465,15.060123
Jilem,Jindřichův Hradec,49.176770,15.268924
Jilem,Havlíčkův Brod,49.713475,15.583470
Jilemnice,Semily,50.608996,15.506637
Jílové,Děčín,50.760925,14.103948
Jílové u Držkova,Jablonec nad Nisou,50.670963,15.295375
Jílové u Prahy,Praha-západ,49.895549,14.493434
Jílovice,České Budějovice,48.889587,14.726899
Jílovice,Hradec Králové,50.250722,16.012785
Jíloviště,Praha-západ,49.927626,14.342843
Jimlín,Louny,50.320403,13.747256
Jimramov,Žďár nad Sázavou,49.637288,16.226424
Jinačovice,Brno-venkov,49.267903,16.529591
Jince,Příbram,49.786343,13.978781
Jindřichov,Bruntál,50.251932,17.519131
Jindřichov,Přerov,49.644693,17.748345
Jindřichov,Šumperk,50.095891,16.985006
Jindřichovice,Sokolov,50.282760,12.602422
Jindřichovice,Jihlava,49.137705,15.638697
Jindřichovice pod Smrkem,Liberec,50.960916,15.249643
Jindřichův Hradec,Jindřichův Hradec,49.144582,15.006239
Jinín,Strakonice,49.227879,13.982656
Jinočany,Praha-západ,50.032857,14.268789
Jinolice,Jičín,50.478592,15.329770
Jinošov,Třebíč,49.231477,16.193554
Jiratice,Třebíč,48.983174,15.612866
Jirkov,Chomutov,50.500627,13.448885
Jirny,Praha-východ,50.115879,14.699337
Jiřetín pod Bukovou,Jablonec nad Nisou,50.755788,15.263030
Jiřetín pod Jedlovou,Děčín,50.874552,14.575190
Jiřice,Pelhřimov,49.553320,15.318440
Jiřice,Nymburk,50.252532,14.836959
Jiřice u Miroslavi,Znojmo,48.920914,16.392050
Jiřice u Moravských Budějovic,Znojmo,48.993974,15.925489
Jiříkov,Bruntál,49.854028,17.277651
Jiříkov,Děčín,50.993471,14.568449
Jiříkovice,Brno-venkov,49.166816,16.758096
Jistebnice,Tábor,49.485634,14.527704
Jistebník,Nový Jičín,49.754094,18.130739
Jitkov,Havlíčkův Brod,49.662324,15.727400
Jivina,Beroun,49.794246,13.836497
Jivina,Mladá Boleslav,50.554218,14.947263
Jívka,Trutnov,50.535096,16.109111
Jivno,České Budějovice,48.995620,14.569321
Jívová,Olomouc,49.709270,17.394675
Jívoví,Žďár nad Sázavou,49.405470,16.090844
Jizbice,Nymburk,50.257782,14.993959
Jizerní Vtelno,Mladá Boleslav,50.369496,14.853294
Josefov,Hodonín,48.839579,17.010146
Josefov,Sokolov,50.211627,12.579546
Josefův Důl,Jablonec nad Nisou,50.782016,15.231574
Josefův Důl,Mladá Boleslav,50.453507,14.893781
Kacákova Lhota,Jičín,50.409627,15.419326
Kacanovy,Semily,50.550769,15.145380
Kaceřov,Sokolov,50.148850,12.504505
Kaceřov,Plzeň-sever,49.870714,13.512774
Kácov,Kutná Hora,49.777968,15.027994
Kačice,Kladno,50.162716,13.988260
Kačlehy,Jindřichův Hradec,49.108963,15.077166
Kadaň,Chomutov,50.376092,13.271422
Kadlín,Mělník,50.399568,14.699845
Kadolec,Žďár nad Sázavou,49.374803,16.141838
Kadov,Strakonice,49.402831,13.774881
Kadov,Znojmo,48.982858,16.287457
Kadov,Žďár nad Sázavou,49.632666,16.079322
Kájov,Český Krumlov,48.810921,14.258692
Kakejcov,Rokycany,49.667036,13.624286
Kalek,Chomutov,50.577837,13.322071
Kalenice,Strakonice,49.271655,13.716800
Kalhov,Jihlava,49.481127,15.441530
Kaliště,Jihlava,49.241354,15.301432
Kaliště,Pelhřimov,49.592700,15.304162
Kaliště,Praha-východ,49.882761,14.774613
Kalivody,Rakovník,50.208527,13.841968
Kaly,Brno-venkov,49.379422,16.351706
Kamberk,Benešov,49.597236,14.840416
Kámen,Havlíčkův Brod,49.711957,15.519989
Kámen,Pelhřimov,49.423391,15.015964
Kámen,Děčín,50.810319,14.268547
Kamenec,Rokycany,49.881166,13.596339
Kamenec u Poličky,Svitavy,49.707979,16.233812
Kamenice,Jihlava,49.366688,15.780333
Kamenice,Praha-východ,49.901617,14.582527
Kamenice nad Lipou,Pelhřimov,49.303136,15.075292
Kamenický Šenov,Česká Lípa,50.773693,14.472979
Kameničky,Chrudim,49.736024,15.975128
Kameničná,Ústí nad Orlicí,50.120278,16.435011
Kamenná,České Budějovice,48.779882,14.671182
Kamenná,Jihlava,49.510050,15.652675
Kamenná,Třebíč,49.272529,16.060488
Kamenná,Šumperk,49.859436,17.031142
Kamenná Horka,Svitavy,49.738007,16.524030
Kamenná Lhota,Havlíčkův Brod,49.643905,15.275344
Kamenné Zboží,Nymburk,50.193015,14.999530
Kamenné Žehrovice,Kladno,50.127079,14.018200
Kamenný Malíkov,Jindřichův Hradec,49.211998,15.122369
Kamenný Most,Kladno,50.241505,14.205845
Kamenný Přívoz,Praha-západ,49.863096,14.503494
Kamenný Újezd,České Budějovice,48.897635,14.446481
Kamenný Újezd,Rokycany,49.723772,13.618864
Kamýk,Litoměřice,50.558481,14.077490
Kamýk nad Vltavou,Příbram,49.639124,14.253549
Kanice,Brno-venkov,49.263805,16.714624
Kanice,Domažlice,49.475118,13.072809
Kaničky,Domažlice,49.474432,13.145358
Kanina,Mělník,50.424809,14.600046
Kaňovice,Frýdek-Místek,49.744405,18.396220
Kaňovice,Zlín,49.109153,17.698856
Kaplice,Český Krumlov,48.738589,14.496373
Káranice,Hradec Králové,50.153056,15.557599
Káraný,Praha-východ,50.174869,14.737100
Kardašova Řečice,Jindřichův Hradec,49.184882,14.853256
Karle,Svitavy,49.766089,16.364833
Karlík,Praha-západ,49.935506,14.259616
Karlín,Hodonín,48.975875,16.977406
Karlov,Žďár nad Sázavou,49.647105,15.914538
Karlova Studánka,Bruntál,50.073193,17.306960
Karlova Ves,Rakovník,49.987386,13.862509
Karlovice,Semily,50.561843,15.207280
Karlovice,Bruntál,50.105736,17.445738
Karlovice,Zlín,49.176512,17.585926
Karlovy Vary,Karlovy Vary,50.231952,12.872062
Karlštejn,Beroun,49.939604,14.188146
Karolín,Kroměříž,49.230694,17.434610
Karolinka,Vsetín,49.351376,18.240174
Karviná,Karviná,49.856752,18.543319
Kařez,Rokycany,49.824356,13.781719
Kařízek,Rokycany,49.813466,13.799741
Kasalice,Pardubice,50.118105,15.609768
Kasejovice,Plzeň-jih,49.462805,13.740706
Kašava,Zlín,49.295509,17.785771
Kašnice,Břeclav,48.996536,16.882945
Kašperské Hory,Klatovy,49.143000,13.556264
Kateřinice,Nový Jičín,49.669288,18.188284
Kateřinice,Vsetín,49.382193,17.885865
Katov,Tábor,49.281817,14.828622
Katov,Brno-venkov,49.332793,16.278861
Katovice,Strakonice,49.273591,13.830458
Katusice,Mladá Boleslav,50.445203,14.777464
Kaznějov,Plzeň-sever,49.893239,13.383058
Kbel,Plzeň-jih,49.493815,13.365703
Kbel,Kolín,49.988323,15.143645
Kbelany,Plzeň-sever,49.732444,13.126409
Kbelnice,Jičín,50.454929,15.350713
Kdousov,Třebíč,48.986074,15.647401
Kdyně,Domažlice,49.390348,13.040638
Keblice,Litoměřice,50.480149,14.101914
Keblov,Benešov,49.677749,15.071992
Kejnice,Klatovy,49.266995,13.694293
Kejžlice,Pelhřimov,49.590575,15.392728
Kelč,Vsetín,49.478541,17.815441
Kelčany,Hodonín,49.005319,17.173901
Kelníky,Zlín,49.110985,17.644771
Kestřany,Písek,49.269153,14.072641
Ketkovice,Brno-venkov,49.159216,16.262640
Klabava,Rokycany,49.753546,13.539382
Kladeruby,Vsetín,49.492821,17.865253
Kladeruby nad Oslavou,Třebíč,49.144911,16.171870
Kladky,Prostějov,49.650182,16.841358
Kladníky,Přerov,49.483773,17.603034
Kladno,Chrudim,49.772574,15.982386
Kladno,Kladno,50.141799,14.106846
Kladruby,Strakonice,49.268814,13.763561
Kladruby,Rokycany,49.912977,13.631799
Kladruby,Tachov,49.715408,12.980021
Kladruby,Benešov,49.723269,14.950154
Kladruby,Teplice,50.615093,13.826385
Kladruby nad Labem,Pardubice,50.057816,15.487192
Klamoš,Hradec Králové,50.125681,15.501358
Klapý,Litoměřice,50.431540,14.006583
Klášter,Plzeň-jih,49.502010,13.576777
Klášter Hradiště nad Jizerou,Mladá Boleslav,50.523509,14.944829
Klášterec nad Ohří,Chomutov,50.384561,13.171393
Klášterec nad Orlicí,Ústí nad Orlicí,50.111702,16.554593
Klášterní Skalice,Kolín,50.023624,14.985390
Klášterská Lhota,Trutnov,50.559794,15.663687
Klatovec,Jihlava,49.222518,15.294793
Klatovy,Klatovy,49.395655,13.295194
Klec,Jindřichův Hradec,49.099391,14.748496
Klecany,Praha-východ,50.176091,14.411589
Klenčí pod Čerchovem,Domažlice,49.434948,12.814835
Kleneč,Litoměřice,50.392685,14.248831
Klenová,Klatovy,49.333543,13.233291
Klenovice,Tábor,49.278877,14.715759
Klenovice na Hané,Prostějov,49.403017,17.211237
Klentnice,Břeclav,48.844725,16.644789
Klešice,Chrudim,49.963712,15.681376
Klíčany,Praha-východ,50.202124,14.434551
Klimkovice,Ostrava-město,49.788191,18.125961
Klínec,Praha-západ,49.900957,14.343355
Klíny,Most,50.638349,13.548232
Klobouky u Brna,Břeclav,48.995112,16.859619
Klobuky,Kladno,50.294113,13.987593
Klokočí,Semily,50.599761,15.221716
Klokočí,Přerov,49.560292,17.682377
Klokočná,Praha-východ,49.958513,14.718623
Klokočov,Havlíčkův Brod,49.801828,15.674289
Klopina,Šumperk,49.818661,17.019494
Klopotovice,Prostějov,49.446217,17.250871
Klučenice,Příbram,49.553233,14.212131
Klučov,Třebíč,49.167093,15.935181
Klučov,Kolín,50.095114,14.910171
Kluky,Písek,49.316885,14.245388
Kluky,Kutná Hora,49.907559,15.325361
Kluky,Mladá Boleslav,50.440316,14.725295
Kly,Mělník,50.308894,14.501593
Kmetiněves,Kladno,50.309285,14.157106
Kněždub,Hodonín,48.886761,17.395572
Kněževes,Blansko,49.587125,16.423892
Kněževes,Žďár nad Sázavou,49.456579,15.980924
Kněževes,Praha-západ,50.121321,14.259214
Kněževes,Rakovník,50.146689,13.637213
Kněžice,Jihlava,49.270880,15.672268
Kněžice,Chrudim,49.861905,15.527475
Kněžice,Nymburk,50.257311,15.335464
Kněžičky,Nymburk,50.173997,15.344934
Kněžmost,Mladá Boleslav,50.489274,15.038396
Kněžnice,Jičín,50.493286,15.322548
Kněžpole,Uherské Hradiště,49.098647,17.516817
Knínice,Jihlava,49.094109,15.604156
Knínice u Boskovic,Blansko,49.539688,16.695130
Kňovice,Příbram,49.688403,14.400412
Knovíz,Kladno,50.212665,14.137056
Knyk,Havlíčkův Brod,49.647038,15.578739
Koberovice,Pelhřimov,49.587669,15.262965
Koberovy,Jablonec nad Nisou,50.624760,15.228332
Kobeřice,Opava,49.985580,18.052227
Kobeřice u Brna,Vyškov,49.092284,16.885919
Kobylá nad Vidnavkou,Jeseník,50.342045,17.123713
Kobylí,Břeclav,48.932959,16.891691
Kobylice,Hradec Králové,50.245928,15.587203
Kobylnice,Brno-venkov,49.138134,16.731930
Kobylnice,Kutná Hora,50.006398,15.375802
Kobylnice,Mladá Boleslav,50.371738,15.053963
Kobyly,Liberec,50.610271,15.004443
Kocbeře,Trutnov,50.453757,15.858823
Kocelovice,Strakonice,49.465172,13.827677
Koclířov,Svitavy,49.766393,16.539938
Kočí,Chrudim,49.947276,15.855614
Kočín,Plzeň-sever,49.930488,13.476248
Kočov,Tachov,49.808767,12.736709
Kohoutov,Trutnov,50.451411,15.904893
Kochánky,Mladá Boleslav,50.277131,14.780339
Kochánov,Havlíčkův Brod,49.534276,15.540336
Kojatice,Třebíč,48.998947,15.703223
Kojatín,Třebíč,49.242707,16.010276
Kojátky,Vyškov,49.171903,17.026237
Kojčice,Pelhřimov,49.476052,15.255999
Kojetice,Třebíč,49.157925,15.818142
Kojetice,Mělník,50.238202,14.508588
Kojetín,Havlíčkův Brod,49.657213,15.658186
Kojetín,Přerov,49.352911,17.303660
Kojice,Pardubice,50.043079,15.386682
Kokašice,Tachov,49.878396,12.947328
Kokory,Přerov,49.494915,17.375546
Kokořín,Mělník,50.429981,14.567322
Kolaje,Nymburk,50.155469,15.238544
Koldín,Ústí nad Orlicí,50.036920,16.251721
Koleč,Kladno,50.198872,14.223510
Kolešov,Rakovník,50.157254,13.510143
Kolešovice,Rakovník,50.139748,13.610387
Kolín,Kolín,50.027429,15.202828
Kolinec,Klatovy,49.299057,13.439106
Kolomuty,Mladá Boleslav,50.402199,14.979095
Kolová,Karlovy Vary,50.187545,12.903449
Koloveč,Domažlice,49.486895,13.108876
Kolšov,Šumperk,49.903176,16.947532
